Date,Close
2020-12-02,1020.9835
2020-12-03,1114.2471
2020-12-04,1079.578
2020-12-07,1145.4343
2020-12-08,900.71326
2020-12-09,925.1841
2020-12-10,968.5443
2020-12-11,1207.1619
2020-12-14,1208.9102
2020-12-15,1059.0961
2020-12-16,983.6144
2020-12-17,1017.5559
2020-12-18,910.79126
2020-12-21,853.8639
2020-12-22,1057.6202
2020-12-23,1159.6228
2020-12-24,955.3629
2020-12-25,1205.8253
2020-12-28,1081.324
2020-12-29,1212.2351
2020-12-30,1110.9958
2020-12-31,1116.6877
