Date,Close
2020-12-02,3256.394
2020-12-03,3234.8071
2020-12-04,3187.199
2020-12-07,3273.7559
2020-12-08,3235.1345
2020-12-09,3326.2192
2020-12-10,3299.9438
2020-12-11,3339.924
2020-12-14,3307.506
2020-12-15,3278.8813
2020-12-16,3331.7983
2020-12-17,3265.8474
2020-12-18,3351.2253
2020-12-21,3368.642
2020-12-22,3337.712
2020-12-23,3357.9722
2020-12-24,3414.0037
2020-12-25,3293.063
2020-12-28,3400.7983
2020-12-29,3320.775
2020-12-30,3343.7437
2020-12-31,3345.816
