Date,Close
2020-12-03,134.94211
2020-12-04,135.87158
2020-12-07,134.63351
2020-12-08,133.30139
2020-12-09,133.86916
2020-12-10,133.58582
2020-12-11,133.29482
2020-12-14,133.58084
2020-12-15,133.29234
2020-12-16,132.79451
2020-12-17,132.45041
2020-12-18,133.06435
2020-12-21,133.56996
2020-12-22,132.55266
2020-12-23,132.86125
2020-12-24,132.39107
2020-12-25,131.6863
2020-12-28,132.91312
2020-12-29,132.7054
2020-12-30,132.34564
2020-12-31,132.42804
