Date,Close
2020-12-03,16807.088
2020-12-04,16726.482
2020-12-07,16843.137
2020-12-08,16830.324
2020-12-09,16748.766
2020-12-10,16716.09
2020-12-11,16698.8
2020-12-14,16745.863
2020-12-15,16691.316
2020-12-16,16629.904
2020-12-17,16576.992
2020-12-18,16616.812
2020-12-21,16477.99
2020-12-22,16489.908
2020-12-23,16574.465
2020-12-24,16515.898
2020-12-25,16529.186
2020-12-28,16481.746
2020-12-29,16364.092
2020-12-30,16485.957
2020-12-31,16333.665
