Date,Close
2020-12-02,21.652802
2020-12-03,21.377329
2020-12-04,21.202883
2020-12-07,21.54739
2020-12-08,20.448523
2020-12-09,20.679302
2020-12-10,20.98211
2020-12-11,21.079876
2020-12-14,20.617653
2020-12-15,21.323132
2020-12-16,20.389954
2020-12-17,20.423342
2020-12-18,21.278673
2020-12-21,20.928558
2020-12-22,20.83637
2020-12-23,20.560614
2020-12-24,20.822346
2020-12-25,20.33541
2020-12-28,20.007566
2020-12-29,19.728315
2020-12-30,20.31392
2020-12-31,20.470463
